Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Player_URL
NR Dyer (SCOT),1999-1999,5,4,3,3,2*,3,14,21.42,0,0,1,http://stats.espncricinfo.com/ci/content/player/25092.html
D Gamage (SL),2003-2003,3,2,1,3,2*,3,10,30,0,0,0,http://stats.espncricinfo.com/ci/content/player/49121.html
LJ Hamilton (NZ),2005-2005,2,2,2,3,2*,-,6,50,0,0,0,http://stats.espncricinfo.com/ci/content/player/37228.html
RT Hart (NZ),1985-1985,1,1,0,3,3,3,29,10.34,0,0,0,http://stats.espncricinfo.com/ci/content/player/37240.html
PD Heyn (SL),1975-1975,2,2,0,3,2,1.5,20,15,0,0,0,http://stats.espncricinfo.com/ci/content/player/49131.html
Ijaz Ahmed jnr (PAK),1997-1997,2,1,1,3,3*,-,2,150,0,0,0,http://stats.espncricinfo.com/ci/content/player/40553.html
CK Kruger (HKG),2008-2008,2,2,0,3,3,1.5,20,15,0,0,1,http://stats.espncricinfo.com/ci/content/player/208380.html
Mahbubur Rahman (BDESH),1999-1999,1,1,0,3,3,3,8,37.5,0,0,0,http://stats.espncricinfo.com/ci/content/player/55966.html
Mazharul Haque (BDESH),2002-2002,1,1,0,3,3,3,18,16.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/55997.html
MC Mendis (SL),1995-1995,1,1,1,3,3*,-,2,150,0,0,0,http://stats.espncricinfo.com/ci/content/player/49631.html
CT Mumba (ZIM),2016-2017,2,2,1,3,2*,3,7,42.85,0,0,0,http://stats.espncricinfo.com/ci/content/player/672775.html
DJ Murray (NZ),1994-1994,1,1,0,3,3,3,17,17.64,0,0,0,http://stats.espncricinfo.com/ci/content/player/37735.html
SV Nayak (INDIA),1981-1982,4,1,0,3,3,3,19,15.78,0,0,0,http://stats.espncricinfo.com/ci/content/player/31808.html
IE O'Brien (NZ),2008-2009,10,2,2,3,3*,-,11,27.27,0,0,0,http://stats.espncricinfo.com/ci/content/player/38108.html
Pankaj Singh (INDIA),2010-2010,1,1,1,3,3*,-,3,100,0,0,0,http://stats.espncricinfo.com/ci/content/player/32973.html
JM Patel (CAN),1979-1979,3,3,0,3,2,1,23,13.04,0,0,1,http://stats.espncricinfo.com/ci/content/player/23782.html
MJ Petrie (SCOT),2009-2009,4,2,0,3,3,1.5,18,16.66,0,0,1,http://stats.espncricinfo.com/ci/content/player/364330.html
GD Porter (AUS),1979-1979,2,1,0,3,3,3,9,33.33,0,0,0,http://stats.espncricinfo.com/ci/content/player/7135.html
U Ranchod (ZIM),1992-1993,3,1,1,3,3*,-,6,50,0,0,0,http://stats.espncricinfo.com/ci/content/player/55708.html
RE Redmond (NZ),1973-1973,2,1,0,3,3,3,11,27.27,0,0,0,http://stats.espncricinfo.com/ci/content/player/38244.html
Sagar Pun (NEPAL),2018-2018,1,1,0,3,3,3,20,15,0,0,0,http://stats.espncricinfo.com/ci/content/player/524095.html
A Shamshudeen (CAN),2007-2007,1,1,0,3,3,3,28,10.71,0,0,0,http://stats.espncricinfo.com/ci/content/player/23866.html
CEL Stuart (WI),2001-2001,5,1,1,3,3*,-,13,23.07,0,0,0,http://stats.espncricinfo.com/ci/content/player/52960.html
Usman Mushtaq (UAE),2015-2015,1,1,0,3,3,3,7,42.85,0,0,0,http://stats.espncricinfo.com/ci/content/player/43515.html
JN Valentine (CAN),1979-1979,3,2,2,3,3*,-,17,17.64,0,0,0,http://stats.espncricinfo.com/ci/content/player/23794.html
CJPG van Zyl (SA),1992-1992,2,2,1,3,3*,3,11,27.27,0,0,1,http://stats.espncricinfo.com/ci/content/player/47715.html
Yamin Ahmadzai (AFG),2015-2019,4,2,1,3,3*,3,19,15.78,0,0,1,http://stats.espncricinfo.com/ci/content/player/440968.html
Zahid Ahmed (PAK),1987-1987,2,2,1,3,3*,3,13,23.07,0,0,1,http://stats.espncricinfo.com/ci/content/player/43696.html
MZ Zahir (CAN),2009-2009,1,1,1,3,3*,-,13,23.07,0,0,0,http://stats.espncricinfo.com/ci/content/player/409474.html
Zakiullah Zaki (AFG),2012-2012,1,1,1,3,3*,-,22,13.63,0,0,0,http://stats.espncricinfo.com/ci/content/player/307657.html
JP Agnew (ENG),1985-1985,3,1,1,2,2*,-,3,66.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/8501.html
Ahmed Shah (AFG),2009-2009,1,1,0,2,2,2,10,20,0,0,0,http://stats.espncricinfo.com/ci/content/player/318337.html
Anisur Rahman (BDESH),1995-1998,2,2,0,2,2,1,11,18.18,0,0,1,http://stats.espncricinfo.com/ci/content/player/56222.html
HWR Cartwright (AUS),2017-2017,2,2,0,2,1,1,23,8.69,0,0,0,http://stats.espncricinfo.com/ci/content/player/557295.html
DJ Cullen (AUS),2006-2006,5,1,1,2,2*,-,3,66.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/4882.html
BR Dorey (AUS),2006-2006,4,1,0,2,2,2,8,25,0,0,0,http://stats.espncricinfo.com/ci/content/player/5112.html
WJ Edwards (AUS),1975-1975,1,1,0,2,2,2,14,14.28,0,0,0,http://stats.espncricinfo.com/ci/content/player/5126.html
Elias Sunny (BDESH),2011-2012,4,4,2,2,1*,1,11,18.18,0,0,1,http://stats.espncricinfo.com/ci/content/player/55883.html
Fahad Nawaz (UAE),2019-2019,2,2,0,2,2,1,10,20,0,0,1,http://stats.espncricinfo.com/ci/content/player/1126002.html
PG Gillespie (IRE),2006-2007,5,4,0,2,2,0.5,14,14.28,0,0,3,http://stats.espncricinfo.com/ci/content/player/24243.html
AAW Gunawardena (SL),1994-1994,1,1,0,2,2,2,10,20,0,0,0,http://stats.espncricinfo.com/ci/content/player/49002.html
R Hekure (PNG),2019-2019,1,1,0,2,2,2,8,25,0,0,0,http://stats.espncricinfo.com/ci/content/player/646193.html
BE Hendricks (SA),2019-2019,4,1,1,2,2*,-,8,25,0,0,0,http://stats.espncricinfo.com/ci/content/player/379927.html
KC Hodsoll (BMUDA),2007-2008,3,2,1,2,2*,2,7,28.57,0,0,1,http://stats.espncricinfo.com/ci/content/player/307235.html
Hussain Talat (PAK),2019-2019,1,1,0,2,2,2,14,14.28,0,0,0,http://stats.espncricinfo.com/ci/content/player/628240.html
Ibrahim Zadran (AFG),2019-2019,1,1,0,2,2,2,9,22.22,0,0,0,http://stats.espncricinfo.com/ci/content/player/921509.html
Irfan Sajid (UAE),2014-2014,1,1,0,2,2,2,5,40,0,0,0,http://stats.espncricinfo.com/ci/content/player/741143.html
Junaid Zia (PAK),2003-2003,4,2,1,2,2*,2,7,28.57,0,0,1,http://stats.espncricinfo.com/ci/content/player/40926.html
K Kamyuka (CAN),2013-2013,2,1,0,2,2,2,2,100,0,0,0,http://stats.espncricinfo.com/ci/content/player/26135.html
Kashif Raza (PAK),2001-2001,1,1,1,2,2*,-,2,100,0,0,0,http://stats.espncricinfo.com/ci/content/player/41036.html
RJ Kirtley (ENG),2001-2004,11,2,0,2,1,1,11,18.18,0,0,0,http://stats.espncricinfo.com/ci/content/player/15901.html
Masood Iqbal (PAK),1984-1984,1,1,0,2,2,2,2,100,0,0,0,http://stats.espncricinfo.com/ci/content/player/41275.html
SC Meaker (ENG),2011-2011,2,2,0,2,1,1,16,12.5,0,0,0,http://stats.espncricinfo.com/ci/content/player/297634.html
DWO Morgan (BMUDA),2006-2006,2,2,0,2,1,1,11,18.18,0,0,0,http://stats.espncricinfo.com/ci/content/player/217522.html
Morshed Ali Khan (BDESH),1998-1998,3,1,1,2,2*,-,4,50,0,0,0,http://stats.espncricinfo.com/ci/content/player/55974.html
SP Mukherjee (INDIA),1990-1991,3,1,1,2,2*,-,2,100,0,0,0,http://stats.espncricinfo.com/ci/content/player/31048.html
Nadeem Khan (PAK),1993-1995,2,1,0,2,2,2,3,66.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/42047.html
Nasir Javed (USA),2004-2004,1,1,1,2,2*,-,19,10.52,0,0,0,http://stats.espncricinfo.com/ci/content/player/25625.html
DR O'Sullivan (NZ),1974-1976,3,2,1,2,1*,2,5,40,0,0,0,http://stats.espncricinfo.com/ci/content/player/38064.html
R Pathan (CAN),2013-2013,1,1,0,2,2,2,9,22.22,0,0,0,http://stats.espncricinfo.com/ci/content/player/521478.html
MR Pydanna (WI),1980-1983,3,1,1,2,2*,-,3,66.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/52683.html
ACL Richards (WI),2007-2007,1,1,0,2,2,2,2,100,0,0,0,http://stats.espncricinfo.com/ci/content/player/52918.html
Sameer Zia (UAE),2004-2004,1,1,1,2,2*,-,20,10,0,0,0,http://stats.espncricinfo.com/ci/content/player/25584.html
JNK Shannon (IRE),2013-2013,1,1,0,2,2,2,8,25,0,0,0,http://stats.espncricinfo.com/ci/content/player/303437.html
GJ Thompson (IRE),2008-2008,3,2,0,2,2,1,21,9.52,0,0,1,http://stats.espncricinfo.com/ci/content/player/24616.html
PIC Thompson (WI),1997-1997,2,1,0,2,2,2,7,28.57,0,0,0,http://stats.espncricinfo.com/ci/content/player/53130.html
MS Tshabalala (SA),2007-2007,4,1,1,2,2*,-,3,66.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/47663.html
AP Weerakkody (SL),1994-1994,1,1,0,2,2,2,4,50,0,0,0,http://stats.espncricinfo.com/ci/content/player/50837.html
MD Wettimuny (SL),1983-1983,1,1,0,2,2,2,11,18.18,0,0,0,http://stats.espncricinfo.com/ci/content/player/50879.html
DF Whatmore (AUS),1980-1980,1,1,0,2,2,2,6,33.33,0,0,0,http://stats.espncricinfo.com/ci/content/player/8210.html
AGD Wickremasinghe (SL),1992-1993,4,1,0,2,2,2,10,20,0,0,0,http://stats.espncricinfo.com/ci/content/player/50851.html
Abdul Rehman (UAE),2004-2004,1,1,0,1,1,1,13,7.69,0,0,0,http://stats.espncricinfo.com/ci/content/player/25580.html
Abu Hider (BDESH),2018-2018,2,1,0,1,1,1,11,9.09,0,0,0,http://stats.espncricinfo.com/ci/content/player/550137.html
Alawi Shukri (UAE),2008-2008,1,1,0,1,1,1,3,33.33,0,0,0,http://stats.espncricinfo.com/ci/content/player/332921.html
Aminul Islam jnr (BDESH),1999-1999,1,1,1,1,1*,-,0,-,0,0,0,http://stats.espncricinfo.com/ci/content/player/56225.html
PJ Bakker (NL),1996-1996,5,1,1,1,1*,-,4,25,0,0,0,http://stats.espncricinfo.com/ci/content/player/24860.html
KMC Bandara (SL),2016-2016,1,1,1,1,1*,-,3,33.33,0,0,0,http://stats.espncricinfo.com/ci/content/player/362079.html
Bilal Khan (OMAN),2019-2020,6,3,1,1,1*,0.5,8,12.5,0,0,2,http://stats.espncricinfo.com/ci/content/player/937953.html
GA Cope (ENG),1977-1978,2,1,1,1,1*,-,1,100,0,0,0,http://stats.espncricinfo.com/ci/content/player/10809.html
MC Cowdrey (ENG),1971-1971,1,1,0,1,1,1,5,20,0,0,0,http://stats.espncricinfo.com/ci/content/player/10846.html
CI Dunusinghe (SL),1995-1995,1,1,0,1,1,1,1,100,0,0,0,http://stats.espncricinfo.com/ci/content/player/48473.html
MTG Elliott (AUS),1997-1997,1,1,0,1,1,1,6,16.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/5130.html
Fareed Ahmad (AFG),2014-2017,5,2,2,1,1*,-,6,16.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/568136.html
RS Ghai (INDIA),1984-1986,6,1,0,1,1,1,3,33.33,0,0,0,http://stats.espncricinfo.com/ci/content/player/28808.html
Gurdeep Singh (KENYA),2013-2013,1,1,0,1,1,1,23,4.34,0,0,0,http://stats.espncricinfo.com/ci/content/player/637496.html
Iqbal Sikander (PAK),1992-1992,4,1,1,1,1*,-,3,33.33,0,0,0,http://stats.espncricinfo.com/ci/content/player/40574.html
SA Jayasinghe (SL),1979-1979,2,1,0,1,1,1,3,33.33,0,0,0,http://stats.espncricinfo.com/ci/content/player/49207.html
SP Jones (ENG),2004-2005,8,1,0,1,1,1,2,50,0,0,0,http://stats.espncricinfo.com/ci/content/player/15555.html
Kaleemullah (OMAN),2019-2020,5,2,1,1,1*,1,5,20,0,0,1,http://stats.espncricinfo.com/ci/content/player/1077307.html
S Kaul (INDIA),2018-2018,3,2,0,1,1,0.5,3,33.33,0,0,1,http://stats.espncricinfo.com/ci/content/player/326017.html
B Laughlin (AUS),2009-2009,5,1,1,1,1*,-,9,11.11,0,0,0,http://stats.espncricinfo.com/ci/content/player/315623.html
SCG MacGill (AUS),2000-2000,3,2,1,1,1,1,3,33.33,0,0,0,http://stats.espncricinfo.com/ci/content/player/6441.html
Mahmood Hamid (PAK),1995-1995,1,1,0,1,1,1,6,16.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/41259.html
GJ McCarter (IRE),2014-2014,1,1,1,1,1*,-,1,100,0,0,0,http://stats.espncricinfo.com/ci/content/player/348037.html
JM Mennie (AUS),2016-2016,2,2,0,1,1,0.5,4,25,0,0,1,http://stats.espncricinfo.com/ci/content/player/439288.html
Mohammad Kashif (NL),2006-2010,11,3,0,1,1,0.33,17,5.88,0,0,2,http://stats.espncricinfo.com/ci/content/player/243073.html
Moniruzzaman (BDESH),2003-2003,2,2,0,1,1,0.5,20,5,0,0,1,http://stats.espncricinfo.com/ci/content/player/56011.html
PV Mpitsang (SA),1999-1999,2,1,1,1,1*,-,1,100,0,0,0,http://stats.espncricinfo.com/ci/content/player/46255.html
M Mulla (CAN),2007-2007,1,1,0,1,1,1,11,9.09,0,0,0,http://stats.espncricinfo.com/ci/content/player/299821.html
W Mwayenga (ZIM),2002-2004,3,2,0,1,1,0.5,11,9.09,0,0,1,http://stats.espncricinfo.com/ci/content/player/55640.html
DP Nannes (AUS),2009-2009,1,1,0,1,1,1,2,50,0,0,0,http://stats.espncricinfo.com/ci/content/player/6981.html
Nasim-ul-Ghani (PAK),1973-1973,1,1,0,1,1,1,8,12.5,0,0,0,http://stats.espncricinfo.com/ci/content/player/42057.html
NV Ojha (INDIA),2010-2010,1,1,0,1,1,1,7,14.28,0,0,0,http://stats.espncricinfo.com/ci/content/player/32102.html
G Onions (ENG),2009-2009,4,1,0,1,1,1,2,50,0,0,0,http://stats.espncricinfo.com/ci/content/player/18389.html
KA Patel (KENYA),2006-2006,2,2,1,1,1*,1,4,25,0,0,1,http://stats.espncricinfo.com/ci/content/player/24789.html
Y Punja (UAE),2015-2015,1,1,0,1,1,1,6,16.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/796331.html
RR Ramdass (WI),2005-2005,1,1,0,1,1,1,9,11.11,0,0,0,http://stats.espncricinfo.com/ci/content/player/52913.html
SJ Roberts (NZ),1990-1990,2,1,1,1,1*,-,2,50,0,0,0,http://stats.espncricinfo.com/ci/content/player/38255.html
LC Romero (USA),2004-2004,2,2,0,1,1,0.5,7,14.28,0,0,1,http://stats.espncricinfo.com/ci/content/player/25862.html
R Sharma (INDIA),2011-2012,4,1,0,1,1,1,2,50,0,0,0,http://stats.espncricinfo.com/ci/content/player/272994.html
KJ Silva (SL),1995-1995,1,1,1,1,1*,-,1,100,0,0,0,http://stats.espncricinfo.com/ci/content/player/50429.html
AM Stuart (AUS),1997-1997,3,1,0,1,1,1,7,14.28,0,0,0,http://stats.espncricinfo.com/ci/content/player/7691.html
Subashis Roy (BDESH),2016-2016,1,1,1,1,1*,-,9,11.11,0,0,0,http://stats.espncricinfo.com/ci/content/player/301847.html
JP Taylor (ENG),1993-1993,1,1,0,1,1,1,8,12.5,0,0,0,http://stats.espncricinfo.com/ci/content/player/21484.html
LB Taylor (ENG),1986-1986,2,1,1,1,1*,-,6,16.66,0,0,0,http://stats.espncricinfo.com/ci/content/player/21486.html
JG Thomas (ENG),1986-1987,3,3,2,1,1*,1,7,14.28,0,0,1,http://stats.espncricinfo.com/ci/content/player/21512.html
S Tyagi (INDIA),2009-2010,4,1,1,1,1*,-,2,50,0,0,0,http://stats.espncricinfo.com/ci/content/player/317784.html
KPJ Warnaweera (SL),1990-1993,6,3,3,1,1*,-,11,9.09,0,0,0,http://stats.espncricinfo.com/ci/content/player/50836.html
BA Westdijk (NL),2011-2011,4,3,1,1,1*,0.5,6,16.66,0,0,2,http://stats.espncricinfo.com/ci/content/player/413702.html
J Yadav (INDIA),2016-2016,1,1,1,1,1*,-,1,100,0,0,0,http://stats.espncricinfo.com/ci/content/player/447587.html
NS Yadav (INDIA),1986-1987,7,2,2,1,1*,-,16,6.25,0,0,0,http://stats.espncricinfo.com/ci/content/player/36064.html
B Yograj Singh (INDIA),1980-1981,6,4,2,1,1,0.5,12,8.33,0,0,1,http://stats.espncricinfo.com/ci/content/player/36078.html
Yunus Badat (EAf),1975-1975,2,2,0,1,1,0.5,7,14.28,0,0,1,http://stats.espncricinfo.com/ci/content/player/23976.html
Aman Ali (UAE),2008-2008,1,1,0,0,0,0,2,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/319613.html
J Angel (AUS),1994-1995,3,1,0,0,0,0,3,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/3975.html
Anwar Hossain Monir (BDESH),2002-2002,1,1,1,0,0*,-,8,0,0,0,0,http://stats.espncricinfo.com/ci/content/player/56235.html
S Baksh (CAN),1979-1979,1,1,0,0,0,0,6,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/23762.html
MRCN Bandaratilleke (SL),1998-1998,3,1,0,0,0,0,2,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/48298.html
JE Benjamin (ENG),1994-1995,2,1,0,0,0,0,6,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/9069.html
A Bhandari (INDIA),2000-2004,2,1,1,0,0*,-,0,-,0,0,0,http://stats.espncricinfo.com/ci/content/player/26896.html
DL Blake (USA),2004-2004,1,1,0,0,0,0,2,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/25881.html
BP Bracewell (NZ),1978-1978,1,1,1,0,0*,-,4,0,0,0,0,http://stats.espncricinfo.com/ci/content/player/36304.html
RG Callender (CAN),1979-1979,2,2,0,0,0,0,5,0,0,0,2,http://stats.espncricinfo.com/ci/content/player/23764.html
NM Carter (SCOT),2013-2013,3,1,0,0,0,0,6,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/44493.html
K Christie (HKG),2016-2016,1,1,0,0,0,0,3,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/1063728.html
JI de Villiers (NAM),2020-2020,2,1,0,0,0,0,2,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/948659.html
Fahad Alhashmi (UAE),2008-2015,5,3,0,0,0,0,7,0,0,0,3,http://stats.espncricinfo.com/ci/content/player/220521.html
Fazle Mahmud (BDESH),2018-2018,2,2,0,0,0,0,9,0,0,0,2,http://stats.espncricinfo.com/ci/content/player/55893.html
R Flannigan (SCOT),2010-2010,1,1,0,0,0,0,2,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/303412.html
LR Gibbs (WI),1973-1975,3,1,1,0,0*,-,0,-,0,0,0,http://stats.espncricinfo.com/ci/content/player/51883.html
N Gifford (ENG),1985-1985,2,1,0,0,0,0,8,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/13365.html
VD Grandia (NL),2002-2002,1,1,0,0,0,0,5,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/24903.html
Hamza Tahir (SCOT),2019-2019,6,2,0,0,0,0,2,0,0,0,2,http://stats.espncricinfo.com/ci/content/player/751151.html
RG Hart (NZ),2002-2002,2,1,0,0,0,0,9,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/37239.html
Harunur Rashid (BDESH),1988-1988,2,2,0,0,0,0,17,0,0,0,2,http://stats.espncricinfo.com/ci/content/player/55912.html
SM Harwood (AUS),2009-2009,1,1,0,0,0,0,4,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/5605.html
Ishtiaq Muhammad (HKG),2016-2016,1,1,1,0,0*,-,0,-,0,0,0,http://stats.espncricinfo.com/ci/content/player/919495.html
PHT Kaushal (SL),2015-2015,1,1,0,0,0,0,1,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/465797.html
GJP Kruger (SA),2006-2006,3,2,1,0,0*,0,10,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/45888.html
AGR Loudon (ENG),2006-2006,1,1,0,0,0,0,0,-,0,0,1,http://stats.espncricinfo.com/ci/content/player/16388.html
OC McCoy (WI),2018-2018,2,1,1,0,0*,-,1,0,0,0,0,http://stats.espncricinfo.com/ci/content/player/906783.html
AW Mathieson (NZ),2015-2015,1,1,1,0,0*,-,0,-,0,0,0,http://stats.espncricinfo.com/ci/content/player/355267.html
JP Millmow (NZ),1990-1990,5,1,1,0,0*,-,3,0,0,0,0,http://stats.espncricinfo.com/ci/content/player/37720.html
Mohammad Khalil (PAK),2005-2005,3,1,1,0,0*,-,0,-,0,0,0,http://stats.espncricinfo.com/ci/content/player/41452.html
Mohammad Talha (PAK),2014-2014,3,1,0,0,0,0,1,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/227771.html
D Mohammed (WI),2006-2008,7,1,1,0,0*,-,2,0,0,0,0,http://stats.espncricinfo.com/ci/content/player/52490.html
Naeem Ahmed (PAK),1978-1978,1,1,1,0,0*,-,8,0,0,0,0,http://stats.espncricinfo.com/ci/content/player/42071.html
Najaf Shah (PAK),2007-2007,1,1,0,0,0,0,2,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/42160.html
Naseer Malik (PAK),1975-1975,3,1,1,0,0*,-,13,0,0,0,0,http://stats.espncricinfo.com/ci/content/player/42055.html
Nasir Hameed (HKG),2004-2004,1,1,0,0,0,0,1,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/24228.html
AM Nayar (INDIA),2009-2009,3,1,1,0,0*,-,7,0,0,0,0,http://stats.espncricinfo.com/ci/content/player/32091.html
N Ncube (ZIM),2011-2011,1,1,1,0,0*,-,0,-,0,0,0,http://stats.espncricinfo.com/ci/content/player/333002.html
A Neill (SCOT),2019-2019,1,1,1,0,0*,-,3,0,0,0,0,http://stats.espncricinfo.com/ci/content/player/1148466.html
MB Owens (NZ),1992-1992,1,1,0,0,0,0,3,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/38066.html
NM Parker (NZ),1976-1976,1,1,0,0,0,0,3,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/38114.html
NT Pascal (WI),2009-2009,1,1,0,0,0,0,1,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/230552.html
N Phillip (WI),1978-1978,1,1,0,0,0,0,5,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/52678.html
AG Puttick (SA),2005-2005,1,1,0,0,0,0,5,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/46797.html
NV Radford (ENG),1988-1988,6,3,2,0,0*,0,7,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/19314.html
Rafiqul Islam (BDESH),2002-2002,1,1,0,0,0,0,5,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/56077.html
CAK Rajitha (SL),2018-2019,9,3,2,0,0*,0,10,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/499594.html
DR Ramsammy (CAN),2012-2012,1,1,0,0,0,0,3,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/500236.html
N Ranatunga (SL),1993-1993,2,1,0,0,0,0,3,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/50246.html
Raza Hasan (PAK),2014-2014,1,1,0,0,0,0,2,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/343548.html
Rizwan Latif (UAE),2004-2004,1,1,0,0,0,0,2,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/25609.html
Robiul Islam (BDESH),2013-2013,3,1,1,0,0*,-,1,0,0,0,0,http://stats.espncricinfo.com/ci/content/player/227455.html
Saqib Zulfiqar (NL),2019-2019,1,1,0,0,0,0,4,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/526481.html
Shadab Kabir (PAK),1996-1996,3,3,0,0,0,0,5,0,0,0,3,http://stats.espncricinfo.com/ci/content/player/42634.html
Shakeel Khan (PAK),1987-1987,1,1,0,0,0,0,4,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/42652.html
T Shamsi (SA),2016-2019,17,3,2,0,0*,0,2,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/379145.html
Simandeep Singh (HKG),2018-2018,1,1,0,0,0,0,7,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/633410.html
GS Sobers (WI),1973-1973,1,1,0,0,0,0,6,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/52946.html
Tanvir Mehdi (PAK),1992-1992,1,1,0,0,0,0,5,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/43274.html
M Venkataramana (INDIA),1988-1988,1,1,1,0,0*,-,0,-,0,0,0,http://stats.espncricinfo.com/ci/content/player/35657.html
R Walters (NAM),2003-2003,2,2,0,0,0,0,5,0,0,0,2,http://stats.espncricinfo.com/ci/content/player/24835.html
CM Willoughby (SA),2000-2003,3,2,0,0,0,0,4,0,0,0,2,http://stats.espncricinfo.com/ci/content/player/47903.html
Zakir Hossain (BDESH),1998-1998,1,1,0,0,0,0,1,0,0,0,1,http://stats.espncricinfo.com/ci/content/player/56173.html
